,Condition de prescription ou de délivrance,DesPharma,Dosage subst,Forme pharmaceutique,Nom,Nom subst,Type de générique,Voie d'administartion,cip7,cis,prix
9207,,granules,2CH à 30CH et 4DH à 60DH,solution injectable,HUMALOG 100 unités/ml JUNIOR KWIKPEN solution injectable en stylo pré-rempli,EUPHRASIA OFFICINALIS POUR PRÉPARATIONS HOMÉOPATHIQUES,,sous-cutanée,3012526,66537912,33.91
9208,,comprimé,200 mg,comprimé pelliculé,METFORMINE ARROW GENERIQUES 500 mg  comprimé pelliculé,IBUPROFÈNE,,orale,4979498,66538626,4.32
9209,,pommade,,gélule,APREPITANT REDDY PHARMA 125 mg  gélule,TACROLIMUS MONOHYDRATÉ,,orale,5506189,66539322,0
9210,,suspension,100 UI,comprimé pelliculé,ARIMIDEX 1 mg  comprimé pelliculé,INSULINE LISPRO RECOMBINANTE ,,orale,4901148,66541540,0
9211,,solution,0 15 g,comprimé pelliculé,IFIRMASTA 75 mg  comprimé pelliculé,CÉTRIMIDE,,orale,2677534,66542998,3.75
9212,,gélule,500 mg,suspension injectable,TETRAVAC-ACELLULAIRE  suspension injectable en seringue préremplie. Vaccin diphtérique  tétanique  coquelucheux acellulaire et poliomyélitique (inactivé)  adsorbé,AMOXICILLINE ANHYDRE,,intramusculaire,3482235,66543281,12.34
9213,,comprimé,780 mg,gélule,SERTRALINE ZYDUS FRANCE 25 mg  gélule,METFORMINE BASE,,orale,3712103,66544294,1.51
9214,,comprimé,12 5 mg,comprimé gastro-résistant(e),DICLOFENAC MYLAN 50 mg  comprimé gastro-résistant,HYDROCHLOROTHIAZIDE,,orale,3482910,66544465,2.24
9215,,comprimé,7 5 mg,comprimé pelliculé sécable,IMATINIB BGR 400 mg  comprimé pelliculé sécable,IVABRADINE,,orale,3006296,66544554,930.74
9216,,capsule,100 000 U.l.,solution injectable pour usage dentaire,PREDESIC ADRENALINE 1/100 000  solution injectable à usage dentaire,NYSTATINE,,dentaire,3494853,66545179,0
9217,,comprimé,100 0 mg,comprimé sécable,PERINDOPRIL ARROW GENERIQUES 4 mg  comprimé sécable,AUBÉPINE (SOMMITÉ FLEURIE D') (POUDRE DE),,orale,3310244,66545186,3.64
9218,,gélule,250 mg,suspension pour inhalation,FLIXOTIDE 250 microgrammes/dose  suspension pour inhalation en flacon pressurisé,ACIDE NIFLUMIQUE,,inhalée,3367089,66545581,23.64
9219,,comprimé,300 mg,comprimé pelliculé sécable,RISPERIDONE ALMUS 2 mg  comprimé pelliculé sécable,QUÉTIAPINE,,orale,3816127,66546676,16.21
9220,,suspension,120 microgrammes,comprimé sécable,GRISEFULINE 500 mg  comprimé sécable,SULFATE DE SALBUTAMOL,,orale,3828892,66550571,5.22
9221,,comprimé,1 mg,comprimé,BISOPROLOL CRISTERS 1 25 mg  comprimé,RIOCIGUAT,,orale,3004572,66552355,4.13
9222,,comprimé,800 mg,gélule à libération prolongée,DILTIAZEM SANDOZ LP 300 mg  gélule à libération prolongée,ACICLOVIR,,orale,3689433,66553119,5.28
9223,,comprimé,25 mg,suppositoire,SUPPOSITOIRE A LA GLYCERINE CENTRAPHARM NOURRISSONS  suppositoire en vrac,CAFÉINE ANHYDRE,,rectale,3347744,66553496,0
9224,,solution,5 g,solution injectable,FRAXIPARINE 2 850 U.I. Axa/0 3 ml  solution injectable (S.C) en seringue pré-remplie,CARBOCISTÉINE,,sous-cutanée;voie extracorporelle autre,3278256,66553941,6.22
9225,,gélule,300 mg,poudre et  solvant pour solution injectable,SOMAVERT 20 mg  poudre et solvant pour solution injectable,ATAZANAVIR,,sous-cutanée,3611810,66553998,3.675.28
9226,,solution,20 mg,comprimé pelliculé sécable,IMATINIB HCS 100 mg  comprimé pelliculé sécable,SULFATE DE MORPHINE,,orale,3005701,66554616,479.20
9227,,gélule,100 mg,comprimé pelliculé,LETROZOLE PHR LAB 2 5 mg  comprimé pelliculé,PRÉGABALINE,,orale,4195012,66555376,40.36
9228,,comprimé,500 mg,comprimé sécable,RAMIPRIL CRISTERS 5 mg  comprimé sécable,TINIDAZOLE,,orale,3958525,66555465,10.83
9229,,comprimé,5 mg,comprimé pelliculé sécable,MIANSERINE CRISTERS 60 mg  comprimé pelliculé sécable,HÉMIFUMARATE DE BISOPROLOL,,orale,3573736,66556019,2.70
9230,,emplâtre,140 mg,comprimé,PERINDOPRIL TERT-BUTYLAMINE/AMLODIPINE EG 8 mg/10 mg  comprimé,DICLOFÉNAC SODIQUE,,orale,3010796,66557701,8.65
9231,,comprimé,10 mg,comprimé,BUPRENORPHINE CRISTERS 8 mg  comprimé sublingual,LÉFLUNOMIDE,,sublinguale,3006225,66558098,11.77
9232,,comprimé,5 mg,poudre pour solution à diluer injectable pour perfusion,REMIFENTANIL B BRAUN 2 mg  poudre pour solution à diluer pour solution injectable/pour perfusion,BISACODYL,,intraveineuse,5789937,66562748,0
9233,,comprimé,20 mg,solution injectable,BUPIVACAINE AGUETTANT 2 5 mg/ml  solution injectable,CHLORHYDRATE DE MÉMANTINE,,infiltration;intrathécale;péridurale;périneurale,5651280,66563273,0
9234,,poudre,250 mg,gélule,ANAGRELIDE EG 0 5 mg  gélule,PARACÉTAMOL,,orale,3013006,66563558,170.09
9235,,comprimé,3CH à 30CH et 6DH à 60DH,comprimé pelliculé sécable,LOSARTAN/HYDROCHLOROTHIAZIDE EVOLUGEN 100 mg/25 mg  comprimé pelliculé sécable,KALIUM ARSENICOSUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,4151374,66564254,3.75
9236,,solution buvable en gouttes,2CH à 30CH et 4DH à 60DH,solution pour perfusion,RINGER LACTATE FRESENIUS  solution pour perfusion,ERIGERON CANADENSIS POUR PRÉPARATIONS HOMÉOPATHIQUES,,intraveineuse,3673403,66564731,0
9237,,solution,0 50 g,solution injectable,SIROCTID 0 5 mg/ml  solution injectable ou solution à diluer pour perfusion en seringue préremplie,MÉTRONIDAZOLE,,intraveineuse;sous-cutanée,3954237,66565153,243.24
9238,,solution,85 500 g,comprimé,VABLYS 10 mg  comprimé vaginal,PARAFFINE LIQUIDE,,vaginale,3012273,66565203,0
9239,,comprimé,50 mg,comprimé,ASPIRINE RICHARD 500 mg  comprimé,TOPIRAMATE,,orale,5516978,66565609,0
9240,,collyre,1 11 mg,collyre,OCUFEN 0 12 mg/ 0 4 ml  collyre en récipient unidose,CHLORHYDRATE D'OLOPATADINE,,ophtalmique,3344349,66565705,2.81
9241,,comprimé,50 mg,comprimé pelliculé,VALSARTAN/HYDROCHLOROTHIAZIDE RANBAXY 160 mg/12 5 mg  comprimé pelliculé,CHLORHYDRATE DE TRAMADOL,,orale,3845790,66566668,3.75
9242,,solution buvable en gouttes,4CH à 30CH et 7DH à 60DH,comprimé orodispersible,ARIPIPRAZOLE ARROW 15 mg  comprimé orodispersible,COBALTUM METALLICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3010641,66566892,17.38
9243,,poudre,10 g,solution injectable,FLUOROCHOLINE [18 F] CIS BIO INTERNATIONAL 225 MBq/mL  solution injectable,LACTITOL MONOHYDRATÉ,,intraveineuse,5501370,66567115,0
9244,,gélule,5 mg,comprimé pelliculé,TROLOVOL 300 mg  comprimé pelliculé,AMLODIPINE,,orale,3203169,66567236,19.00
9245,,solution,0 4 g,comprimé sécable,AMISULPRIDE MYLAN 100 mg  comprimé sécable,PHÉNOL,,orale,3644347,66567617,9.37
9246,,solution,5 29 mg,comprimé effervescent(e) sécable,DOLIPRANE 1000 mg  comprimé effervescent sécable,CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ,,orale,3529422,66567738,1.16
9247,,comprimé,80 mg,comprimé,BETAHISTINE RPG 8 mg  comprimé,TELMISARTAN,,orale,3548738,66569899,5.34
9248,,poudre,1000 UI,comprimé,ALLOPURINOL ZYDUS 200 mg  comprimé,SIMOCTOCOG ALFA ,,orale,3534311,66575813,1.67
9249,,solution,1 g,comprimé pelliculé sécable,EXACOR 130 mg  comprimé pelliculé sécable,CHLORHYDRATE DE TERBINAFINE,,orale,3345024,66576865,11.90
9250,,solution,2 mg,comprimé pelliculé,RISEDRONATE ZENTIVA 35 mg  comprimé pelliculé,CHLORHYDRATE DE ROPIVACAÏNE MONOHYDRATÉ,,orale,3534067,66577942,27.32
9251,,vernis à ongles,8 g,comprimé sécable,SURGAM 100 mg  comprimé sécable,CICLOPIROX,,orale,3177928,66577967,1.88
9252,,comprimé,150 mg,comprimé pelliculé,LOSARTAN/HYDROCHLOROTHIAZIDE MYLAN 100 mg/25 mg  comprimé pelliculé,CAPÉCITABINE,,orale,3952250,66578478,3.52
9253,,comprimé,400 mg,comprimé pelliculé sécable,SIMVASTATINE GERDA 20 mg  comprimé pelliculé sécable,AMISULPRIDE,,orale,3887825,66580760,4.10
9254,,poudre,2 mg,comprimé,MANIDIPINE MYLAN 10 mg  comprimé,EXÉNATIDE,,orale,3790385,66582900,5.32
9255,,comprimé,80 mg,comprimé enrobé gastro-résistant(e),DICLOFENAC SANDOZ 50 mg  comprimé enrobé gastro-résistant,PHLOROGLUCINOL HYDRATÉ,,orale,3291073,66584214,2.24
9256,,solution,30 mg,comprimé pelliculé,DOMPERIDONE TEVA 10 mg  comprimé pelliculé,ÉFAVIRENZ,,orale,3006872,66585953,1.24
9257,,comprimé,20 mg,comprimé sécable,GLIBENCLAMIDE MYLAN 2 5 mg  comprimé sécable,PANTOPRAZOLE,,orale,3776534,66586208,2.51
9258,,compresse,2 88 ml,solution pour instillation,FRAMYXONE  solution pour instillation auriculaire,ÉTHANOL À 96 POUR CENT,,auriculaire,3415144,66586731,1.51
9259,,comprimé,40 mg,comprimé pelliculé,LORVIQUA 100 mg  comprimé pelliculé,TELMISARTAN,,orale,3017700,66586838,0
9260,,comprimé,2 0 mg,gélule,PREGABALINE SANDOZ GMBH 150 mg  gélule,DIAZÉPAM,,orale,3001930,66587954,15.57
9261,,comprimé,2 5 mg,comprimé pelliculé sécable,MEMANTINE ALMUS 10 mg  comprimé pelliculé sécable,LÉTROZOLE,,orale,2690730,66589617,0
9262,,crème,0 10 g,poudre pour solution injectable pour perfusion,MEROPENEM ARROW 500 mg  poudre pour solution injectable/pour perfusion,TRIAMCINOLONE (ACÉTONIDE DE),,intraveineuse,3004106,66589688,0
9263,,poudre,90 00 g,solution injectable,MORPHINE (CHLORHYDRATE) LAVOISIER 20 mg/ml  solution injectable,HYDROXYDE DE MAGNÉSIUM,,intrathécale;intraveineuse;intraventriculaire cérébrale;péridurale;sous-cutanée,5602784,66590904,0
9264,,gel,0 25 mg,poudre et  solvant pour suspension pour instillation,AURICULARUM  poudre et solvant pour suspension pour instillation auriculaire,TRÉTINOÏNE,,auriculaire,3019225,66592652,0
9265,,gélule,300 mg,gélule à libération modifiée,MEDIKINET 30 mg  gélule à libération modifiée,PRÉGABALINE,,orale,4948173,66592983,24.92
9266,,solution,40 mg,comprimé pelliculé à libération prolongée,ROPINIROLE ZENTIVA LP 4 mg  comprimé pelliculé à libération prolongée,ADALIMUMAB ,,orale,2213846,66593010,11.98
9267,,granulés,,gélule,ELUSANES AUBEPINE  gélule,JOSAMYCINE (PROPIONATE DE),,orale,3291050,66593722,0
9268,,suspension,267 mg,solution pour inhalation,ECOBEC 250 microgrammes/dose  solution pour inhalation en flacon pressurisé,SODIUM (BICARBONATE DE),,inhalée,2760347,66594817,14.85
9269,,comprimé,40 mg,comprimé pelliculé,ATORVASTATINE RANBAXY 20 mg  comprimé pelliculé,SIMVASTATINE,,orale,2697407,66595171,12.79
9270,,poudre orale,2CH à 30CH et 4DH à 60DH,comprimé gastro-résistant(e),PANTOPRAZOLE KRKA 40 mg  comprimé gastro-résistant,ARGENTUM NITRICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3925744,66595239,2.70
9271,,collyre,20 000 mg,comprimé enrobé,LUDEAL 0 15 mg/0 03 mg  comprimé enrobé,DORZOLAMIDE,,orale,3567316,66595328,1.59
9272,,comprimé,10 mg,gélule,NITISINONE DIPHARMA 10 mg  gélule,RIZATRIPTAN,,orale,3016503,66595463,0
9273,,comprimé,200 mg,granules,HOMEOQUINTYL  granules,CHLORHYDRATE DE TRAMADOL,,sublinguale,2166667,66595520,0
9274,,gélule,40 mg,comprimé,INTELENCE 25 mg  comprimé,ÉSOMÉPRAZOLE,,orale,2688762,66595716,102.61
9275,,pommade,2CH à 30CH et 4DH à 60DH (pommade à 4 %),gélule,GABAPENTINE MYLAN 400 mg  gélule,KALIUM CHLORICUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,3668129,66596387,27.12
9276,,solution,5 00 g,comprimé pelliculé,TRIMEBUTINE PFIZER 200 mg  comprimé pelliculé,GLUCOSE ANHYDRE,,orale,3963176,66596686,4.74
9277,,gélule,300 mg,comprimé à libération prolongée,XEROQUEL LP 50 mg  comprimé à libération prolongée,GABAPENTINE,,orale,4900212,66596800,18.58
9278,,poudre,879 50  mg,comprimé pelliculé,DONEPEZIL ACCORD 5 mg  comprimé pelliculé,CÉFAMANDOLE (NAFATE DE),,orale,2662596,66596864,0
9279,,comprimé,200 U.I.,solution injectable,VITAMINE D3 BON 200 000 U.I./1 ml  solution injectable IM en ampoule,CHOLÉCALCIFÉROL,,intramusculaire,3113213,66597083,1.33
9280,,lyophilisat,8 000 mg,gélule,SILODOSINE TEVA 8 mg  gélule,ONDANSÉTRON,,orale,3017723,66597902,4.71
9281,,solution,4 500 g,comprimé pelliculé,IRBESARTAN/HYDROCHLOROTHIAZIDE CRISTERS 150 mg/12 5 mg  comprimé pelliculé,SODIUM ,,orale,2178392,66598146,3.75
9282,,solution,408 mg,gélule à libération prolongée,SOPHIDONE L.P. 4 mg  gélule à libération prolongée,IOMÉPROL,,orale,3489013,66598776,10.95
9283,,crème,5 g,comprimé gastro-résistant(e),ESOMEPRAZOLE ARROW 20 mg  comprimé gastro-résistant,IDROCILAMIDE,,orale,2163367,66599198,0
9284,,comprimé,18 85 mg,comprimé pelliculé sécable,VALSARTAN MYLAN PHARMA 80 mg  comprimé pelliculé sécable,RABÉPRAZOLE BASE,,orale,2236652,66599839,10.83
9285,,comprimé,500 mg,poudre et  solvant pour solution à diluer pour perfusion,SOMATOSTATINE EUMEDICA 6 mg  poudre et solvant pour solution à diluer pour perfusion,PARACÉTAMOL,,intraveineuse,5600354,66600871,0
9286,,comprimé,25 mg,poudre pour solution à diluer pour perfusion,YONDELIS 0 25 mg  poudre pour solution à diluer pour perfusion,HYDROCHLOROTHIAZIDE,,intraveineuse,5715229,66602114,0
9287,,comprimé,1 g,comprimé,ALLOPURINOL BIOGARAN 200 mg  comprimé,PARACÉTAMOL,,orale,3004196,66603383,1.67
9288,,solution,100 mg,comprimé pelliculé,LEVOCETIRIZINE CRISTERS 5 mg  comprimé pelliculé,CHLORHYDRATE DE TRAMADOL,,orale,3003575,66603508,3.85
9289,,gélule,,comprimé orodispersible,LEVITRA 10 mg  comprimé orodispersible,CHLORHYDRATE DE VENLAFAXINE,,orale,4941254,66604318,0
9290,,collyre,10 mg,pommade,ATEBEMYXINE  pommade ophtalmique,BRINZOLAMIDE,,ophtalmique,3405660,66604389,0
9291,,granules,2CH à 30CH et 4DH à 60DH,comprimé pelliculé sécable,PRAVASTATINE EG 10 mg  comprimé pelliculé sécable,HARPAGOPHYTUM POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,2196125,66605249,4.07
9292,,poudre,,comprimé enrobé,IBUPROFENE CRISTERS 200 mg  comprimé enrobé,CEFTRIAXONE SODIQUE,,orale,3898059,66605797,1.34
9293,,solution,300 mg,gélule,FLUVASTATINE CEVIDRA 20 mg  gélule,OCRÉLIZUMAB ,,orale,3874389,66605982,4.30
9294,,comprimé,145 mg,comprimé pelliculé,CABOMETYX 20 mg  comprimé pelliculé,FÉNOFIBRATE,,orale,3007352,66607321,4.838.48
9295,,solution,0 01 mg,solution injectable,FENTANYL PANPHARMA 0 5 mg/10 ml  solution injectable (IV et péridurale),ADRÉNALINE,,intraveineuse;péridurale,5615692,66607848,0
9296,,poudre,,solution pour application,CALENDULA OFFICINALIS TEINTURE MERE WELEDA  solution pour application cutanée,CHLORHYDRATE DE RÉMIFENTANIL,,cutanée,3886429,66609596,0
9297,,granules,2CH à 30CH et 4DH à 60DH,poudre et  solvant pour solution injectable,FERTISTARTKIT 150 UI  poudre et solvant pour solution injectable,NUX MOSCHATA POUR PRÉPARATIONS HOMÉOPATHIQUES,,intramusculaire;sous-cutanée,3002112,66610050,166.07
9298,,comprimé,40 mg,gélule,TEMOZOLOMIDE TEVA 180 mg  gélule,GINKGO (EXTRAIT SEC RAFFINÉ ET QUANTIFIÉ DE),,orale,3471711,66612044,0
9299,,solution,650 000 U,solution buvable,SANDIMMUN 100 mg/ml  solution buvable,NÉOMYCINE (SULFATE DE),,orale,3463002,66612514,0
9300,,poudre orale,2CH à 30CH et 4DH à 60 DH,solution injectable,NEBCINE 100 mg  solution injectable,SABADILLA POUR PRÉPARATIONS HOMÉOPATHIQUES,,intramusculaire;intraveineuse,3164877,66613299,3.37
9301,,pommade,0 050 g,solution injectable,XENETIX 350 (350 mg d'iode/mL)  solution injectable,BÉTAMÉTHASONE,,intra-artérielle;intraveineuse,5708181,66613769,0
9302,,comprimé,,comprimé pelliculé,DESOPOP 75 microgrammes  comprimé pelliculé,CHLORHYDRATE DE NÉBIVOLOL,,orale,2680803,66613840,1.23
9303,,collyre,1 g,suspension injectable à libération prolongée,XEPLION 100 mg  suspension injectable à libération prolongée,RIMEXOLONE,,intramusculaire,4176687,66614262,275.55
9304,,gélule,320 mg,gélule,SERTRALINE MYLAN 25 mg  gélule,BRUYÈRE CENDRÉE,,orale,3732465,66614337,1.51
9305,,gélule,300 mg,ovule à libération prolongée,ECONAZOLE BIOGARAN L.P. 150 mg  ovule à libération prolongée,PRÉGABALINE,,vaginale,3672680,66614426,2.11
9306,,poudre,200 mg,gélule à libération prolongée,EUPHYLLINE L.A. 300 mg  gélule à libération prolongée,VORICONAZOLE,,orale,3250186,66615396,2.35
9307,,gélule,90 mg,solution buvable en gouttes,TERCIAN 40 mg/ml  solution buvable en gouttes,CHLORHYDRATE DE DILTIAZEM,,orale,3130329,66615713,6.23
9308,,gélule,200 mg,comprimé,CANDESARTAN/HYDROCHLOROTHIAZIDE SANDOZ 8 mg/12 5 mg  comprimé,FÉNOFIBRATE,,orale,4920625,66617034,3.75
9309,,comprimé,250 mg,émulsion injectable,PROPOFOL MYLAN 20 mg/ml  émulsion injectable (IV),GRISÉOFULVINE,,intraveineuse,5641063,66617123,0
9310,,comprimé,5 mg,comprimé pelliculé,DAFLON 1000 mg  comprimé pelliculé,ARIPIPRAZOLE,,orale,3007456,66617130,0
9311,,comprimé,500 mg,crème,DERMAZOL 1 POUR CENT  crème,CLARITHROMYCINE,,cutanée,3362376,66619779,2.16
9312,,poudre,1000 mg,comprimé à libération prolongée,ALFUZOSINE EG L.P. 10 mg  comprimé à libération prolongée,PARACÉTAMOL,,orale,3704546,66620532,10.38
9313,,comprimé,0 300 g,comprimé,DUOVA 2 mg/5 mg  comprimé,TRIMÉTHOPRIME,,orale,3578538,66620660,6.23
9314,,solution,100 microgrammes,solution injectable,SAIZEN 5 83 mg/ml  solution injectable en cartouche,DIPROPIONATE DE BÉCLOMÉTHASONE,,sous-cutanée,4155745,66623496,163.54
9315,,comprimé,2 5 mg,comprimé enrobé,CASODEX 50 mg  comprimé enrobé,ZOLMITRIPTAN,,orale,4901450,66624324,0
9316,,gélule,75 mg,émulsion pour application,ECONAZOLE EG 1 %  émulsion pour application cutanée,PRÉGABALINE,,cutanée,3513415,66625604,1.89
9317,,gélule,2 mg,gélule,ELUSANES NATUDOR  gélule,CHLORHYDRATE DE LOPÉRAMIDE,,orale,3459489,66626108,0
9318,,comprimé,35 9 mg,poudre pour suspension buvable,AMOXICILLINE ZYDUS 125 mg/5 ml  poudre pour suspension buvable,OXYCODONE,,orale,3525246,66626147,1.16
9319,,comprimé,250 mg,collyre,SOPHTAL 0 5 mg/0 5 ml  collyre en récipient unidose,CÉFUROXIME,,ophtalmique,3364441,66626396,0
9320,,solution,0 317 g,comprimé pelliculé,OLANZAPINE MYLAN 10 mg  comprimé pelliculé,LACTATE DE SODIUM ANHYDRE,,orale,3945505,66627053,11.33
9321,,comprimé,10 00 mg,plante(s) pour tisane,SANTANE 01 MINCEUR  plantes pour tisane en sachet-dose,CHLORHYDRATE DE BÉNAZÉPRIL,,orale,3600284,66627288,0
9322,,gélule,100 mg,comprimé pelliculé,GABAPENTINE BIOGARAN 600 mg  comprimé pelliculé,GABAPENTINE,,orale,3778823,66627847,33.40
9323,,comprimé,,comprimé dispersible,AMOXICILLINE ZENTIVA LAB 1 g  comprimé dispersible,ROSUVASTATINE CALCIQUE,,orale,2792896,66628041,1.99
9324,,gélule,200 mg,gélule,FLUCONAZOLE ZENTIVA 100 mg  gélule,CÉLÉCOXIB,,orale,3628130,66628187,18.26
9325,,comprimé,250 mg,solution buvable,CHOLECALCIFEROL SANDOZ 100 000 UI  solution buvable en ampoule,TILLEUL (AUBIER DE) (EXTRAIT SEC D'),,orale,3000455,66628949,1.11
9326,,solution,10 mg,gélule gastro-résistant(e),ESOMEPRAZOLE ZENTIVA 40 mg  gélule gastro-résistante,CARBOPLATINE,,orale,4971806,66628995,2.70
9327,,poudre,,comprimé,LEPTICUR 10 mg  comprimé,CEFTRIAXONE SODIQUE,,orale,5748967,66631817,0
9328,,solution,10 mg,comprimé,NEVIRAPINE CRISTERS 200 mg  comprimé,MÉTHOTREXATE,,orale,2789227,66632118,100.17
9329,,comprimé,40 mg,solution buvable,LACTULOSE BIPHAR 10 g/15 ml  solution buvable en sachet-dose,OLMÉSARTAN MÉDOXOMIL,,orale,3012839,66632634,2.48
9330,,solution,3 mg,solution pour instillation,HUILE GOMENOLEE 2 POUR CENT  solution pour instillation nasale,PAMIDRONATE DE SODIUM,,nasale,3050814,66633017,0
9331,,comprimé,0 628 mg,comprimé,LEDERFOLINE 25 mg  comprimé,FENTANYL (CITRATE DE),,orale,3479718,66634770,26.02
9332,,comprimé,,comprimé,REPAGLINIDE ARROW LAB 0 5 mg  comprimé,CITRATE DE SILDÉNAFIL,,orale,2693326,66638135,6.25
9333,,poudre orale,4CH à 30CH et 8DH à 60DH,suspension buvable,ALGINATE DE SODIUM/BICARBONATE DE SODIUM SANDOZ 500 mg/267 mg  suspension buvable en sachet,BADIAGA POUR PRÉPARATIONS HOMÉOPATHIQUES,,orale,2792703,66638701,2.02
9334,,comprimé,10 mg,vernis à ongles médicamenteux(se),CICLOPIROX BIOGARAN 8 %  vernis à ongles médicamenteux,DOMPÉRIDONE,,cutanée,3882383,66640136,6.63
9335,,comprimé,800 mg,comprimé sécable,PREDNISONE ARROW 5 mg  comprimé sécable,GABAPENTINE,,orale,3651991,66640556,1.84
9336,,comprimé,25 mg,comprimé pelliculé à libération prolongée,TRAMADOL TEVA L.P. 150 mg  comprimé pelliculé à libération prolongée,HYDROCHLOROTHIAZIDE,,orale,3747946,66642660,7.98
9337,,comprimé,200 mg,crème,GLYCEROL/VASELINE/PARAFFINE CRISTERS 15 %/8 %/2 %  crème,AMISULPRIDE,,cutanée,3001202,66643449,2.51
9338,,granulés,1 000 g,comprimé,PARACETAMOL ISOMED 1000 mg  comprimé,MÉSALAZINE,,orale,3821447,66643680,0
9339,,film,,comprimé pelliculé,TRIPLIXAM 10 mg/2 5 mg/5 mg  comprimé pelliculé,CITRATE DE FENTANYL,,orale,2781616,66643919,0
9340,,comprimé,,gélule,FLUOXETINE MYLAN 20 mg  gélule,ROSUVASTATINE CALCIQUE,,orale,3510291,66645368,2.79
9341,,gélule,2 00 mg,comprimé,ACTIQ 1600 microgrammes  comprimé avec applicateur buccal,PROGESTÉRONE,,voie buccale autre,3584421,66645425,20.46
9342,,comprimé,600 mg,sirop,DRILL TOUX SECHE DEXTROMETHORPHANE ENFANTS 5 mg/5 ml SANS SUCRE  sirop édulcoré au maltitol liquide,DIOSMINE,,orale,3433449,66646363,0
9343,,poudre,100 mg,comprimé sécable,BISOPROLOL EG 7 5 mg  comprimé sécable,AMOXICILLINE BASE,,orale,3006922,66647757,4.13
9344,,capsule,100 mg,comprimé pelliculé,BOSENTAN BIOGARAN 62 5 mg  comprimé pelliculé,PROGESTÉRONE,,orale,5502439,66648962,0
9345,,comprimé,1600 microgrammes,comprimé pelliculé,REQUIP 1 mg  comprimé pelliculé,SÉLEXIPAG,,orale,3880183,66649523,4.99
9346,,comprimé,,comprimé pelliculé,IRBESARTAN/HYDROCHLOROTHIAZIDE SANDOZ 300 mg/12 5 mg  comprimé pelliculé,OXALATE D'ESCITALOPRAM,,orale,2181804,66650493,3.75
9347,,comprimé,5 mg,dispositif,FENTANYL TEVA SANTE 25 microgrammes/heure  dispositif transdermique,AMLODIPINE,,transdermique,2756067,66651741,14.80
9348,,comprimé,6 94 mg,gel,XYLOCAINE 2 %  gel urétral en seringue préremplie,BÉSILATE D'AMLODIPINE,,urétrale,3634461,66652284,2.89
